Book Name,Author,Rating,Number of Reviews,Price,Description,Listening Time (minutes),Genre,Rank,combined_text,cleaned_text,cluster
No Filter: The Inside Story of Instagram,Sarah Frier,4.4,93.0,888.0,brought to you by penguin.,680.0,Social Media,2,No Filter: The Inside Story of Instagram Brought to you by Penguin.,filter inside story instagram brought penguin,0
"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,4.5,5254.0,879.0,"sheryl sandberg - facebook coo, ranked eighth on fortune's list of the 50 most powerful women in business - has become one of america's most galvanizing leaders, and an icon for millions of women juggling work and family. in lean in, she urges women to take risks and seek new challenges, to find work that they love, and to remain passionately engaged with it at the highest levels throughout their lives. ",387.0,Women in Business,1,"Lean In: Women, Work, and the Will to Lead Sheryl Sandberg - Facebook COO, ranked eighth on Fortune's list of the 50 Most Powerful Women in Business - has become one of America's most galvanizing leaders, and an icon for millions of women juggling work and family. In Lean In, she urges women to take risks and seek new challenges, to find work that they love, and to remain passionately engaged with it at the highest levels throughout their lives. ",lean woman work lead sheryl sandberg facebook coo ranked eighth fortune list powerful woman business become one america galvanizing leader icon million woman juggling work family lean urge woman take risk seek new challenge find work love remain passionately engaged highest level throughout life,3
"7 Mindsets for Success, Happiness and Fulfilment",Swami Mukundananda,4.7,519.0,668.0,"thoughts and feelings that persist over time harden into an attitude. if you live with an attitude long enough, it becomes second nature - a mindset. the wrong mindset could lead you off the path of contentment, joy, enlightenment. the right one will point you to the road to success, to fulfilment and towards an extraordinary life.",379.0,Spiritualism,3,"7 Mindsets for Success, Happiness and Fulfilment Thoughts and feelings that persist over time harden into an attitude. If you live with an attitude long enough, it becomes second nature - a mindset. The wrong mindset could lead you off the path of contentment, joy, enlightenment. The right one will point you to the road to success, to fulfilment and towards an extraordinary life.",mindset success happiness fulfilment thought feeling persist time harden attitude live attitude long enough becomes second nature mindset wrong mindset could lead path contentment joy enlightenment right one point road success fulfilment towards extraordinary life,3
Peppa Pig: Once Upon a Time,Ladybird,4.8,30.0,342.0,"a collection of ten newly recorded audio stories based on peppa pig, the hit tv show! ",3540.0,Animal Fiction for Children,2,"Peppa Pig: Once Upon a Time A collection of ten newly recorded audio stories based on Peppa Pig, the hit TV show! ",peppa pig upon time collection ten newly recorded audio story based peppa pig hit tv show,3
The Great Mental Models: General Thinking Concepts,Shane Parrish,4.4,214.0,836.0,"the old saying goes, ""to the man with a hammer, everything looks like a nail"". but anyone who has done any kind of project knows a hammer often isn't enough. ",203.0,Business Decision Making & Problem Solving,7,"The Great Mental Models: General Thinking Concepts The old saying goes, ""To the man with a hammer, everything looks like a nail"". But anyone who has done any kind of project knows a hammer often isn't enough. ",great mental model general thinking concept old saying go man hammer everything look like nail anyone done kind project know hammer often isnt enough,3
"Game Changers: What Leaders, Innovators and Mavericks Do to Win at Life",Dave Asprey,4.7,430.0,8735.0,"the best-selling author of head strong and the bulletproof diet answers the question 'how do i kick more ass?' - providing proven techniques for becoming happier, healthier and smarter, culled from the wisdom and insight of world-class thought leaders and mavericks of science and business.",672.0,Stress Management,16,"Game Changers: What Leaders, Innovators and Mavericks Do to Win at Life The best-selling author of Head Strong and The Bulletproof Diet answers the question 'how do I kick more ass?' - providing proven techniques for becoming happier, healthier and smarter, culled from the wisdom and insight of world-class thought leaders and mavericks of science and business.",game changer leader innovator maverick win life bestselling author head strong bulletproof diet answer question kick as providing proven technique becoming happier healthier smarter culled wisdom insight worldclass thought leader maverick science business,3
Mossad: The Greatest Missions of the Israeli Secret Service,Michael Bar-Zohar,4.6,1847.0,820.0,"the mossad is widely recognized today as the best intelligence service in the world. it is also the most enigmatic, shrouded in secrecy. in mossad, authors michaelbar-zohar and nissim mishal take us behind the closed curtain with riveting, eye-opening, boots-on-the-ground accounts of the most dangerous, most crucial missions in the agency's 60-year history. these are real mission: impossible true stories brimming with high-octane action - from the breathtaking capture of nazi executioner adolf eichmann to the recent elimination of key iranian nuclear scientists. ",874.0,Terrorism,1,"Mossad: The Greatest Missions of the Israeli Secret Service The Mossad is widely recognized today as the best intelligence service in the world. It is also the most enigmatic, shrouded in secrecy. In Mossad, authors MichaelBar-Zohar and Nissim Mishal take us behind the closed curtain with riveting, eye-opening, boots-on-the-ground accounts of the most dangerous, most crucial missions in the agency's 60-year history. These are real Mission: Impossible true stories brimming with high-octane action - from the breathtaking capture of Nazi executioner Adolf Eichmann to the recent elimination of key Iranian nuclear scientists. ",mossad greatest mission israeli secret service mossad widely recognized today best intelligence service world also enigmatic shrouded secrecy mossad author michaelbarzohar nissim mishal take u behind closed curtain riveting eyeopening bootsontheground account dangerous crucial mission agency year history real mission impossible true story brimming highoctane action breathtaking capture nazi executioner adolf eichmann recent elimination key iranian nuclear scientist,3
"Heroes: Mortals and Monsters, Quests and Adventures",Stephen Fry,4.8,84.0,1093.0,"enter the monstrous and magical world of stephen fry's sunday times best seller heroes, brought to you by penguin.",900.0,Literary History & Criticism,2,"Heroes: Mortals and Monsters, Quests and Adventures Enter the monstrous and magical world of Stephen Fry's Sunday Times best seller Heroes, brought to you by Penguin.",hero mortal monster quest adventure enter monstrous magical world stephen fry sunday time best seller hero brought penguin,0
Coronavirus: A Book for Children,Elizabeth Jenner,4.5,601.0,690.0,"what is the coronavirus, and why is everyone talking about it?",1020.0,Audiobooks on Diseases for Children,1,"Coronavirus: A Book for Children What is the coronavirus, and why is everyone talking about it?",coronavirus book child coronavirus everyone talking,3
Ten Arguments For Deleting Your Social Media Accounts Right Now,Jaron Lanier,4.4,389.0,615.0,"random house presents the audiobook edition of ten arguments for deleting your social media accounts right now by jaron lanier, read by oliver wyman.",283.0,Social Media,1,"Ten Arguments For Deleting Your Social Media Accounts Right Now Random House presents the audiobook edition of Ten Arguments For Deleting Your Social Media Accounts Right Now by Jaron Lanier, read by Oliver Wyman.",ten argument deleting social medium account right random house present audiobook edition ten argument deleting social medium account right jaron lanier read oliver wyman,3
The Handmaid's Tale,Margaret Atwood,4.4,15607.0,1093.0,brought to you by penguin.  ,682.0,Dystopian Science Fiction,4,The Handmaid's Tale Brought to you by Penguin.  ,handmaid tale brought penguin,0
Bhartiya Pauranik Kathaein [Indian Mythology],Devdutt Pattanaik,3.9,86.0,668.0,the multi-dimensional aspect of the characters found in the hindu spiritual world is unlike any other. the hindu gods and goddesses embody both positive as well as negative characteristics. bhartiya pauranik kathaein discusses how these opposing energies are valued equally in the hindu worldview and how they balance out over time. the book also interprets the meaning behind the various classic hindu myths in symbolic art. ,453.0,Hinduism,12,Bhartiya Pauranik Kathaein [Indian Mythology] The multi-dimensional aspect of the characters found in the Hindu spiritual world is unlike any other. The Hindu Gods and Goddesses embody both positive as well as negative characteristics. Bhartiya Pauranik Kathaein discusses how these opposing energies are valued equally in the Hindu worldview and how they balance out over time. The book also interprets the meaning behind the various classic Hindu myths in symbolic art. ,bhartiya pauranik kathaein indian mythology multidimensional aspect character found hindu spiritual world unlike hindu god goddess embody positive well negative characteristic bhartiya pauranik kathaein discusses opposing energy valued equally hindu worldview balance time book also interprets meaning behind various classic hindu myth symbolic art,3
Swami Vivekananda: A Biography,Gautam Ghosh,4.2,35.0,668.0,"after so much tapasya, i have understood this as the highest truth: god is present in every being. there is no other god besides that. he who serves all beings serves god indeed.",412.0,Biographies of Religious Figures,5,"Swami Vivekananda: A Biography After so much tapasya, I have understood this as the highest truth: God is present in every being. There is no other God besides that. He who serves all beings serves God indeed.",swami vivekananda biography much tapasya understood highest truth god present every god besides serf being serf god indeed,3
Syahhashiye Aur Anya Kahaniyan [Syllabus and Other Stories],Saadat Hasan Manto,4.0,2.0,668.0,"‘if you find my stories obscene or filthy, then the society you are living in is obscene and dirty,’ once said manto. while manto was time and again accused of obscenity, his stories addressed several social issues. with his astute understanding of the complexity of human nature and his ability to write griping stories, manto was considered one of the most powerful voices of his time. this collection brings together some of manto's finest stories including 'chor', 'mausam ki shararat' and 'paseena'.",419.0,Fiction Short Stories,13,"Syahhashiye Aur Anya Kahaniyan [Syllabus and Other Stories] ‘If you find my stories obscene or filthy, then the society you are living in is obscene and dirty,’ once said Manto. While Manto was time and again accused of obscenity, his stories addressed several social issues. With his astute understanding of the complexity of human nature and his ability to write griping stories, Manto was considered one of the most powerful voices of his time. This collection brings together some of Manto's finest stories including 'Chor', 'Mausam ki Shararat' and 'Paseena'.",syahhashiye aur anya kahaniyan syllabus story find story obscene filthy society living obscene dirty said manto manto time accused obscenity story addressed several social issue astute understanding complexity human nature ability write griping story manto considered one powerful voice time collection brings together mantos finest story including chor mausam ki shararat paseena,3
Yayaati,Vishnu Sakharam Khandekar,4.4,120.0,1003.0,"the story of yayati is perhaps one of the most intriguing and fascinating episodes of mahabharata. yayati was a great scholar and one of the noblest rulers of olden times. he followed the shastras and was devoted to the welfare of his subjects. even the king of gods, indra, held him in high esteem. married to seductively beautiful devyani, in love with her maid sharmishtha, and father of five sons from two women, yayati unabashedly declared, 'my lust for pleasure is unsatisfied'. his quest for the carnal continued, sparing not even his youngest son, and exchanging his old age for his son's youth.",1162.0,Hinduism,21,"Yayaati The story of Yayati is perhaps one of the most intriguing and fascinating episodes of Mahabharata. Yayati was a great scholar and one of the noblest rulers of olden times. He followed the shastras and was devoted to the welfare of his subjects. Even the king of gods, Indra, held him in high esteem. Married to seductively beautiful Devyani, in love with her maid Sharmishtha, and father of five sons from two women, Yayati unabashedly declared, 'My lust for pleasure is unsatisfied'. His quest for the carnal continued, sparing not even his youngest son, and exchanging his old age for his son's youth.",yayaati story yayati perhaps one intriguing fascinating episode mahabharata yayati great scholar one noblest ruler olden time followed shastras devoted welfare subject even king god indra held high esteem married seductively beautiful devyani love maid sharmishtha father five son two woman yayati unabashedly declared lust pleasure unsatisfied quest carnal continued sparing even youngest son exchanging old age son youth,3
"The Yugas: Keys to Understanding Our Hidden Past, Emerging Energy Age and Enlightened Future",Joseph Selbie,4.6,63.0,703.0,"today's view of history cannot account for ancient anomalies, such as the pyramids and advanced knowledge contained in india's vedas. but in 1894, an indian sage gave us an explanation not only for our hidden past but for the trends of today and for our future enlightenment - the 24,000-year yuga cycle.",763.0,Unexplained Mysteries,1,"The Yugas: Keys to Understanding Our Hidden Past, Emerging Energy Age and Enlightened Future Today's view of history cannot account for ancient anomalies, such as the Pyramids and advanced knowledge contained in India's Vedas. But in 1894, an Indian sage gave us an explanation not only for our hidden past but for the trends of today and for our future enlightenment - the 24,000-year yuga cycle.",yugas key understanding hidden past emerging energy age enlightened future today view history cannot account ancient anomaly pyramid advanced knowledge contained india veda indian sage gave u explanation hidden past trend today future enlightenment year yuga cycle,3
Jeeves & Wooster: The Collected Radio Dramas,P.G. Wodehouse,4.6,40.0,1093.0,"a rollicking collection of s ix acclaimed dramatisations of p.g wodehouse's jeeves & wooster novels, starring michael hordern and richard briers as jeeves and wooster. also featuring maurice denham, paul eddington, david jason, john le mesurier, miriam margolyes, jonathan cecil, liza goddard and patrick cargill.",1076.0,Classic Literature,31,"Jeeves & Wooster: The Collected Radio Dramas A rollicking collection of s ix acclaimed dramatisations of P.G Wodehouse's Jeeves & Wooster novels, starring Michael Hordern and Richard Briers as Jeeves and Wooster. Also featuring Maurice Denham, Paul Eddington, David Jason, John Le Mesurier, Miriam Margolyes, Jonathan Cecil, Liza Goddard and Patrick Cargill.",jeeves wooster collected radio drama rollicking collection ix acclaimed dramatisation pg wodehouse jeeves wooster novel starring michael hordern richard brier jeeves wooster also featuring maurice denham paul eddington david jason john le mesurier miriam margolyes jonathan cecil liza goddard patrick cargill,3
The Yoga Sutras of Patanjali,Sri Swami Satchidananda,4.8,1319.0,668.0,"swami satchidananda's popular translation and commentary of the yoga sutras of patanjali now in unabridged audiobook form, with additional features and bonus tracks included in this 9-1/2 hour program.",570.0,Hindu Sacred Writings,3,"The Yoga Sutras of Patanjali Swami Satchidananda's popular translation and commentary of the Yoga Sutras of Patanjali now in unabridged audiobook form, with additional features and bonus tracks included in this 9-1/2 hour program.",yoga sutra patanjali swami satchidanandas popular translation commentary yoga sutra patanjali unabridged audiobook form additional feature bonus track included hour program,3
Losing My Virginity,Richard Branson,4.6,770.0,615.0,"
by completing your purchase you agree to audible’s  conditions of use, amazon's privacy notice and if applicable audible's recurring payment terms.
",325.0,Biographies of Business Leaders,24,"Losing My Virginity 
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
",losing virginity completing purchase agree audible condition use amazon privacy notice applicable audible recurring payment term,0
The Gita for Children,Roopa Pai,4.5,484.0,668.0,"it's one of the oldest books in the world and india's biggest blockbuster best seller! but isn't it meant only for religious old people? but isn't it very long? and, erm, super difficult to read? and isn't the stuff it talks about way too complex for regular folks to understand? ",470.0,Hinduism for Children,1,"The Gita for Children It's one of the oldest books in the world and India's biggest blockbuster best seller! But isn't it meant only for religious old people? But isn't it very long? And, erm, super difficult to read? And isn't the stuff it talks about way too complex for regular folks to understand? ",gita child one oldest book world india biggest blockbuster best seller isnt meant religious old people isnt long erm super difficult read isnt stuff talk way complex regular folk understand,3
The Brain: The Story of You,David Eagleman,4.7,1017.0,683.0,"this is the story of how your life shapes your brain and how your brain shapes your life. locked in the silence and darkness of your skull, the brain fashions the rich narratives of your reality and your identity. ",336.0,Biological Sciences,7,"The Brain: The Story of You This is the story of how your life shapes your brain and how your brain shapes your life. Locked in the silence and darkness of your skull, the brain fashions the rich narratives of your reality and your identity. ",brain story story life shape brain brain shape life locked silence darkness skull brain fashion rich narrative reality identity,3
HBR's 10 Must Reads on Communication,Harvard Business Review,4.5,127.0,668.0,the best leaders know how to communicate clearly and persuasively. how do you stack up? ,419.0,Business Communication,6,HBR's 10 Must Reads on Communication The best leaders know how to communicate clearly and persuasively. How do you stack up? ,hbrs must read communication best leader know communicate clearly persuasively stack,3
Zak George’s Dog Training Revolution: The Complete Guide to Raising the Perfect Pet with Love,Zak George,4.6,2359.0,820.0,"celebrity dog trainer, youtube sensation, and animal planet star zak george presents a next-generation guide that uses his infectiously energetic style to teach dog-lovers everything they need to know about raising and training their unique pup. ",404.0,Dogs & Dog Care,1,"Zak George’s Dog Training Revolution: The Complete Guide to Raising the Perfect Pet with Love Celebrity dog trainer, YouTube sensation, and Animal Planet star Zak George presents a next-generation guide that uses his infectiously energetic style to teach dog-lovers everything they need to know about raising and training their unique pup. ",zak george dog training revolution complete guide raising perfect pet love celebrity dog trainer youtube sensation animal planet star zak george present nextgeneration guide us infectiously energetic style teach doglovers everything need know raising training unique pup,3
Matilda: Narrated by Kate Winslet,Roald Dahl,4.7,2223.0,615.0,"penguin presents the audiobook edition of matilda by roald dahl, read by kate winslet.",258.0,Fiction Classics for Children,1,"Matilda: Narrated by Kate Winslet Penguin presents the audiobook edition of Matilda by Roald Dahl, read by Kate Winslet.",matilda narrated kate winslet penguin present audiobook edition matilda roald dahl read kate winslet,0
Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,4.4,793.0,1005.0,number-one new york times best seller,500.0,Business Ethics,2,Skin in the Game: Hidden Asymmetries in Daily Life Number-one New York Times best seller,skin game hidden asymmetry daily life numberone new york time best seller,3
The Dutch House,Ann Patchett,4.4,5733.0,721.0,longlisted for the women's prize for fiction 2020,593.0,Coming of Age Fiction,3,The Dutch House Longlisted for the Women's Prize for Fiction 2020,dutch house longlisted womens prize fiction,3
Dune: Il ciclo di Dune 1,Frank P. Herbert,4.4,151.0,1073.0,"arrakis è il pianeta più inospitale della galassia. una landa di sabbia e rocce popolata da mostri striscianti e sferzata da tempeste devastanti. ma sulla sua superficie cresce il melange, la sostanza che dà agli uomini la facoltà di aprire i propri orizzonti mentali, conoscere il futuro, acquisire le capacità per manovrare le immense astronavi che garantiscono gli scambi tra i mondi e la sopravvivenza stessa dell'impero.",1231.0,Contemporary Romance,999,"Dune: Il ciclo di Dune 1 Arrakis è il pianeta più inospitale della galassia. Una landa di sabbia e rocce popolata da mostri striscianti e sferzata da tempeste devastanti. Ma sulla sua superficie cresce il melange, la sostanza che dà agli uomini la facoltà di aprire i propri orizzonti mentali, conoscere il futuro, acquisire le capacità per manovrare le immense astronavi che garantiscono gli scambi tra i mondi e la sopravvivenza stessa dell'Impero.",dune il ciclo di dune arrakis il pianeta pi inospitale della galassia una landa di sabbia e rocce popolata da mostri striscianti e sferzata da tempeste devastanti sulla sua superficie cresce il melange la sostanza che agli uomini la facolt di aprire propri orizzonti mentali conoscere il futuro acquisire le capacit per manovrare le immense astronavi che garantiscono gli scambi tra mondi e la sopravvivenza stessa dellimpero,3
Half Girlfriend,Chetan Bhagat,4.2,8188.0,568.0,"once upon a time, there was a bihari boy called madhav. he fell in love with a girl called riya. madhav didn't speak english well. riya did. madhav wanted a relationship. riya didn't. riya just wanted friendship. madhav didn't. riya suggested a compromise. she agreed to be his half girlfriend.",529.0,Contemporary Romance,24,"Half Girlfriend Once upon a time, there was a Bihari boy called Madhav. He fell in love with a girl called Riya. Madhav didn't speak English well. Riya did. Madhav wanted a relationship. Riya didn't. Riya just wanted friendship. Madhav didn't. Riya suggested a compromise. She agreed to be his half girlfriend.",half girlfriend upon time bihari boy called madhav fell love girl called riya madhav didnt speak english well riya madhav wanted relationship riya didnt riya wanted friendship madhav didnt riya suggested compromise agreed half girlfriend,3
"The First 90 Days, Updated and Expanded: Proven Strategies for Getting Up to Speed Faster and Smarter",Michael Watkins,4.5,276.0,703.0,the world’s most trusted guide for leaders in transition. ,418.0,Organisational Behaviour,4,"The First 90 Days, Updated and Expanded: Proven Strategies for Getting Up to Speed Faster and Smarter The world’s most trusted guide for leaders in transition. ",first day updated expanded proven strategy getting speed faster smarter world trusted guide leader transition,3
The Truths We Hold: An American Journey,Kamala Harris,4.7,526.0,683.0,"random house presents the audiobook edition of the truths we hold, written and read by kamala harris.  ",566.0,United States Politics & Government,12,"The Truths We Hold: An American Journey Random House presents the audiobook edition of The Truths We Hold, written and read by Kamala Harris.  ",truth hold american journey random house present audiobook edition truth hold written read kamala harris,3
The Gene: An Intimate History,Siddhartha Mukherjee,4.6,1565.0,683.0,"the gene is the story of one of the most powerful and dangerous ideas in our history, from best-selling, prize-winning author siddhartha mukherjee. ",1161.0,Biotechnology,1,"The Gene: An Intimate History The Gene is the story of one of the most powerful and dangerous ideas in our history, from best-selling, prize-winning author Siddhartha Mukherjee. ",gene intimate history gene story one powerful dangerous idea history bestselling prizewinning author siddhartha mukherjee,3
You Are the Best Wife: A true love story,Ajay K Pandey,4.6,4799.0,668.0,"

oops!
it's rush hour and traffic is piling up on that page. please try again in a short while.if you were trying to place an order, it will not have been processed at this time.

go to the amazon.in home page to continue shopping

",520.0,Fantasy,999,"You Are the Best Wife: A true love story 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",best wife true love story oops rush hour traffic piling page please try short whileif trying place order processed time go amazonin home page continue shopping,2
The Obstacle Is the Way: The Timeless Art of Turning Trials into Triumph,Ryan Holiday,4.6,1243.0,668.0,"""the impediment to action advances action. what stands in the way becomes the way."" (marcus aurelius)",367.0,Philosophy Movements,2,"The Obstacle Is the Way: The Timeless Art of Turning Trials into Triumph ""The impediment to action advances action. What stands in the way becomes the way."" (Marcus Aurelius)",obstacle way timeless art turning trial triumph impediment action advance action stand way becomes way marcus aurelius,3
This Is Marketing: You Can’t Be Seen Until You Learn to See,Seth Godin,4.5,914.0,888.0,"sorry, we just need to make sure you're not a robot. for best results, please make sure your browser is accepting cookies.",520.0,Religion & Philosophy,999,"This Is Marketing: You Can’t Be Seen Until You Learn to See Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",marketing cant seen learn see sorry need make sure youre robot best result please make sure browser accepting cooky,1
WordMaster,Denis E. Waitley,4.2,48.0,2008.0,"wordmaster uses the science of word order, suggestopedic music, and male/female voices to ensure you get the most in vocabulary building in the least time with minimum effort. ",621.0,English Language Learning,2,"WordMaster WordMaster uses the science of word order, suggestopedic music, and male/female voices to ensure you get the most in vocabulary building in the least time with minimum effort. ",wordmaster wordmaster us science word order suggestopedic music malefemale voice ensure get vocabulary building least time minimum effort,3
I Can't Make This Up: Life Lessons,Neil Strauss - contributor,4.7,1593.0,1003.0,"superstar comedian and hollywood box-office star kevin hart turns his immense talent to the written word by writing some words. some of those words include: the, a, for, above, and even even. put them together and you have the funniest, most heartfelt, and most inspirational memoir on survival, success, and the importance of believing in yourself since old yeller. ",675.0,Biographies of Comedians,2,"I Can't Make This Up: Life Lessons Superstar comedian and Hollywood box-office star Kevin Hart turns his immense talent to the written word by writing some words. Some of those words include: the, a, for, above, and even even. Put them together and you have the funniest, most heartfelt, and most inspirational memoir on survival, success, and the importance of believing in yourself since Old Yeller. ",cant make life lesson superstar comedian hollywood boxoffice star kevin hart turn immense talent written word writing word word include even even put together funniest heartfelt inspirational memoir survival success importance believing since old yeller,3
The Audacity of Hope (excerpt),Barack Obama,4.4,42.0,690.0,"at the heart of this audiobook is senator obama's vision of how we can move beyond our divisions to tackle concrete problems. underlying his stories about family, friends, members of the senate, and even the president is a vigorous search for connection: the foundation for a radically hopeful political consensus.",240.0,Philosophy,1,"The Audacity of Hope (excerpt) At the heart of this audiobook is Senator Obama's vision of how we can move beyond our divisions to tackle concrete problems. Underlying his stories about family, friends, members of the Senate, and even the president is a vigorous search for connection: the foundation for a radically hopeful political consensus.",audacity hope excerpt heart audiobook senator obamas vision move beyond division tackle concrete problem underlying story family friend member senate even president vigorous search connection foundation radically hopeful political consensus,3
The Montessori Toddler,Simone Davies,4.8,2290.0,1172.0,this guide offers a step-by-step plan that helps parents cultivate daily routines so that they can turn life with toddlers into a mutually rich time of curiosity and learning.,442.0,Homeschooling,1,The Montessori Toddler This guide offers a step-by-step plan that helps parents cultivate daily routines so that they can turn life with toddlers into a mutually rich time of curiosity and learning.,montessori toddler guide offer stepbystep plan help parent cultivate daily routine turn life toddler mutually rich time curiosity learning,3
Evolve Your Brain: The Science of Changing Your Mind,Joe Dispenza D.C.,4.7,530.0,1172.0,"joe dispenza, dc, has spent decades studying the human mind - how it works, how it stores information, and why it perpetuates the same behavioral patterns over and over. in the acclaimed film what the bleep do we know!?, he began to explain how the brain evolves - by learning new skills, developing the ability to concentrate in the midst of chaos, and even healing the body and the psyche. evolve your brain presents this information in depth, while helping you take control of your mind, explaining how thoughts can create chemical reactions that keep you addicted to patterns and feelings - including ones that make you unhappy. and when you know how these bad habits are created, it's possible to not only break these patterns, but also reprogram and evolve your brain, so that new, positive, and beneficial habits can take over. ",1117.0,Compulsive Disorders,2,"Evolve Your Brain: The Science of Changing Your Mind Joe Dispenza, DC, has spent decades studying the human mind - how it works, how it stores information, and why it perpetuates the same behavioral patterns over and over. In the acclaimed film What the Bleep Do We Know!?, he began to explain how the brain evolves - by learning new skills, developing the ability to concentrate in the midst of chaos, and even healing the body and the psyche. Evolve Your Brain presents this information in depth, while helping you take control of your mind, explaining how thoughts can create chemical reactions that keep you addicted to patterns and feelings - including ones that make you unhappy. And when you know how these bad habits are created, it's possible to not only break these patterns, but also reprogram and evolve your brain, so that new, positive, and beneficial habits can take over. ",evolve brain science changing mind joe dispenza dc spent decade studying human mind work store information perpetuates behavioral pattern acclaimed film bleep know began explain brain evolves learning new skill developing ability concentrate midst chaos even healing body psyche evolve brain present information depth helping take control mind explaining thought create chemical reaction keep addicted pattern feeling including one make unhappy know bad habit created possible break pattern also reprogram evolve brain new positive beneficial habit take,3
A Killer Among Us: One Murder & a Building Full of Suspects,Ushasi Sen Basu,4.9,17.0,668.0,what can strip away the polite veneer of an apartment complex and lay bare a world of secrets and lies? the discovery of a stranger’s body on its premises. ,408.0,Noir Fiction,1,A Killer Among Us: One Murder & a Building Full of Suspects What can strip away the polite veneer of an apartment complex and lay bare a world of secrets and lies? The discovery of a stranger’s body on its premises. ,killer among u one murder building full suspect strip away polite veneer apartment complex lay bare world secret lie discovery stranger body premise,3
Who Moved My Cheese?,Tony Roberts,4.6,5895.0,615.0,"random house presents the audiobook edition of who moved my cheese? by spencer johnson, read by tony roberts and karen ziemba, with an introduction read by kenneth blanchard. ",99.0,Workplace Culture,3,"Who Moved My Cheese? Random House presents the audiobook edition of Who Moved My Cheese? by Spencer Johnson, read by Tony Roberts and Karen Ziemba, with an introduction read by Kenneth Blanchard. ",moved cheese random house present audiobook edition moved cheese spencer johnson read tony robert karen ziemba introduction read kenneth blanchard,0
Rework,Jason Fried,4.3,1968.0,452.0,"sorry, we just need to make sure you're not a robot. for best results, please make sure your browser is accepting cookies.",520.0,Religion & Philosophy,999,"Rework Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",rework sorry need make sure youre robot best result please make sure browser accepting cooky,1
"Unlimited Memory: How to Use Advanced Learning Strategies to Learn Faster, Remember More and be More Productive",Kevin Horsley,4.6,1942.0,233.0,kevin horsley broke a world memory record in 2013.... ,148.0,Earth Sciences Books,26,"Unlimited Memory: How to Use Advanced Learning Strategies to Learn Faster, Remember More and be More Productive Kevin Horsley broke a world memory record in 2013.... ",unlimited memory use advanced learning strategy learn faster remember productive kevin horsley broke world memory record,3
1Q84,Haruki Murakami,4.3,1419.0,1138.0,"

oops!
it's rush hour and traffic is piling up on that page. please try again in a short while.if you were trying to place an order, it will not have been processed at this time.

go to the amazon.in home page to continue shopping

",520.0,Fantasy,999,"1Q84 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",q oops rush hour traffic piling page please try short whileif trying place order processed time go amazonin home page continue shopping,2
No Calculator? No Problem!: Mastering Mental Math,Art Benjamin,5.0,1.0,1003.0," no calculator? no problem! whether a listener is prepping for a standardized test or just trying to figure out the check, mathematician dr. arthur benjamin will teach listeners the fundamentals of mental addition, subtraction, multiplication, and division. from there, listeners will turn to the art of ""guess-timation"" for problems that don’t require an exact answer. listeners will learn:  ",346.0,Education,11,"No Calculator? No Problem!: Mastering Mental Math  No calculator? No problem! Whether a listener is prepping for a standardized test or just trying to figure out the check, mathematician Dr. Arthur Benjamin will teach listeners the fundamentals of mental addition, subtraction, multiplication, and division. From there, listeners will turn to the art of ""guess-timation"" for problems that don’t require an exact answer. Listeners will learn:  ",calculator problem mastering mental math calculator problem whether listener prepping standardized test trying figure check mathematician dr arthur benjamin teach listener fundamental mental addition subtraction multiplication division listener turn art guesstimation problem dont require exact answer listener learn,3
More of Poirot's Finest Cases: Seven Full-Cast BBC Radio Dramatisations,Agatha Christie,4.8,12.0,1093.0,john moffat stars as the great belgian detective hercule poirot in seven more bbc radio 4 full-cast dramatisations. ,807.0,Mystery Anthologies & Short Stories,1,More of Poirot's Finest Cases: Seven Full-Cast BBC Radio Dramatisations John Moffat stars as the great Belgian detective Hercule Poirot in seven more BBC Radio 4 full-cast dramatisations. ,poirots finest case seven fullcast bbc radio dramatisation john moffat star great belgian detective hercule poirot seven bbc radio fullcast dramatisation,3
